Symbol,Time,Open,High,Low,Close,Volume,Wap,Count
MNQ,2021-04-18T22:00:00Z,13989.25,13995,13973.25,13986,515,13984.25,274
MNQ,2021-04-18T22:00:05Z,13983.75,13987.75,13982,13982.5,133,13984.2,89
MNQ,2021-04-18T22:00:10Z,13983.25,13983.25,13977.75,13979.75,80,13980.45,48
MNQ,2021-04-18T22:00:15Z,13979,13982.75,13977,13981.5,103,13979.6,83
MNQ,2021-04-18T22:00:20Z,13983.25,13987.25,13983.25,13985.5,49,13984.9,28
MNQ,2021-04-18T22:00:25Z,13987,13990.75,13984.75,13990,52,13988.225,37
MNQ,2021-04-18T22:00:30Z,13990,13993.25,13989.5,13993.25,56,13991.95,39
MNQ,2021-04-18T22:00:35Z,13992.5,13996.75,13991.75,13993.75,91,13993.975,60
MNQ,2021-04-18T22:00:40Z,13995.5,13995.5,13992,13992,49,13993.55,34
MNQ,2021-04-18T22:00:45Z,13992.25,13992.75,13989.75,13990.75,66,13991.1,38
MNQ,2021-04-18T22:00:50Z,13990.25,13992,13988.75,13988.75,35,13990.375,25
MNQ,2021-04-18T22:00:55Z,13989.5,13990,13988.5,13989,26,13989.425,18
MNQ,2021-04-18T22:01:00Z,13989.75,13992.25,13989.5,13990.75,66,13990.675,39
MNQ,2021-04-18T22:01:05Z,13990.75,13991.25,13989.5,13991.25,24,13990.525,18
MNQ,2021-04-18T22:01:10Z,13990.25,13991.75,13990.25,13991.75,47,13991.3,32
MNQ,2021-04-18T22:01:15Z,13991,13991.5,13990,13991,41,13990.65,27
MNQ,2021-04-18T22:01:20Z,13990.75,13991.25,13988.5,13989.5,36,13989.975,23
MNQ,2021-04-18T22:01:25Z,13988.75,13989.25,13988,13988,57,13988.525,30
MNQ,2021-04-18T22:01:30Z,13988,13988.25,13987.25,13987.75,29,13987.8,19
MNQ,2021-04-18T22:01:35Z,13987.5,13988.75,13986.5,13988.5,40,13987.35,26
MNQ,2021-04-18T22:01:40Z,13989,13990.25,13988.25,13990.25,26,13989.325,16
MNQ,2021-04-18T22:01:45Z,13989.5,13989.75,13988.75,13989.75,23,13989.375,14
MNQ,2021-04-18T22:01:50Z,13989.25,13989.75,13988.5,13989.5,29,13989.1,19
MNQ,2021-04-18T22:01:55Z,13989.75,13989.75,13988.75,13988.75,30,13989.425,16
MNQ,2021-04-18T22:02:00Z,13988.75,13988.75,13986,13986,72,13986.95,43
MNQ,2021-04-18T22:02:05Z,13986.5,13986.75,13984.75,13985.25,81,13985.65,46
MNQ,2021-04-18T22:02:10Z,13985.25,13986,13984.75,13985.25,22,13985.425,19
MNQ,2021-04-18T22:02:15Z,13985.75,13986.5,13985.75,13986.25,36,13986,21
MNQ,2021-04-18T22:02:20Z,13985.75,13987.75,13985.75,13987,40,13986.875,21
MNQ,2021-04-18T22:02:25Z,13987.25,13987.25,13986.5,13987.25,11,13986.825,7
MNQ,2021-04-18T22:02:30Z,13987,13988.5,13987,13988.5,26,13987.675,19
MNQ,2021-04-18T22:02:35Z,13987.75,13989.25,13987.75,13989,45,13988.85,18
MNQ,2021-04-18T22:02:40Z,13989.25,13989.25,13988.25,13988.5,18,13988.675,15
MNQ,2021-04-18T22:02:45Z,13988,13989.25,13988,13989,11,13988.75,9
MNQ,2021-04-18T22:02:50Z,13989.25,13990.5,13988.75,13989,44,13989.475,28
MNQ,2021-04-18T22:02:55Z,13989,13990,13989,13990,17,13989.55,8
MNQ,2021-04-18T22:03:00Z,13989.75,13990,13989,13989.75,19,13989.675,14
