Symbol,Time,Open,High,Low,Close,Volume,Wap,Count
MNQ,2021-03-25T22:00:00Z,12799.25,12800,12785.5,12789,85,12793.2,48
MNQ,2021-03-25T22:00:05Z,12789,12790.75,12787.5,12789.5,22,12789.1,16
MNQ,2021-03-25T22:00:10Z,12790,12790.5,12789.75,12790.5,6,12790.075,5
MNQ,2021-03-25T22:00:15Z,12788.75,12790.25,12787.75,12787.75,10,12788.9,8
MNQ,2021-03-25T22:00:20Z,12788.75,12789,12787.75,12788.75,11,12788.75,6
MNQ,2021-03-25T22:00:25Z,12788.75,12789,12787.75,12789,8,12788.5,7
MNQ,2021-03-25T22:00:30Z,12789.25,12790.25,12788.25,12789.75,20,12789.525,17
MNQ,2021-03-25T22:00:35Z,12790,12791.5,12790,12790.25,16,12790.975,8
MNQ,2021-03-25T22:00:40Z,12790.75,12791.25,12789.25,12789.25,8,12790.275,5
MNQ,2021-03-25T22:00:45Z,12791.25,12792,12791.25,12791.25,7,12791.65,7
MNQ,2021-03-25T22:00:50Z,12790.25,12790.25,12790,12790,5,12790.2,3
MNQ,2021-03-25T22:00:55Z,12789.75,12789.75,12788.25,12788.25,22,12789.05,12
MNQ,2021-03-25T22:01:00Z,12788,12790.25,12786.25,12788.75,34,12788.15,21
MNQ,2021-03-25T22:01:05Z,12788.75,12788.75,12787.75,12788.75,9,12788.425,8
MNQ,2021-03-25T22:01:10Z,12788.5,12788.5,12785.75,12786,10,12787.1,8
MNQ,2021-03-25T22:01:15Z,12785.5,12785.75,12782.75,12782.75,26,12784.325,24
MNQ,2021-03-25T22:01:20Z,12782.25,12782.75,12777,12777.5,42,12778.825,32
MNQ,2021-03-25T22:01:25Z,12777.5,12778.25,12775.75,12777.25,33,12777.25,27
MNQ,2021-03-25T22:01:30Z,12778.25,12779,12777.25,12779,7,12778.15,7
MNQ,2021-03-25T22:01:35Z,12778.25,12779.25,12778.25,12779.25,9,12778.675,7
MNQ,2021-03-25T22:01:40Z,12777.75,12778.75,12777,12777,9,12777.975,8
MNQ,2021-03-25T22:01:45Z,12778.25,12778.75,12778.25,12778.75,7,12778.325,7
MNQ,2021-03-25T22:01:50Z,12778.75,12778.75,12777.75,12778,10,12778.125,6
MNQ,2021-03-25T22:01:55Z,12778.25,12778.75,12776.75,12777.25,15,12777.725,11
MNQ,2021-03-25T22:02:00Z,12776.25,12776.25,12773.25,12773.75,39,12774.7,24
MNQ,2021-03-25T22:02:05Z,12773.75,12775,12773.75,12775,8,12774.475,7
MNQ,2021-03-25T22:02:10Z,12774.75,12776.25,12774.75,12776.25,13,12775.375,6
MNQ,2021-03-25T22:02:15Z,12776.25,12777,12775.75,12775.75,8,12776.525,6
MNQ,2021-03-25T22:02:20Z,12775.75,12776.25,12775.75,12776.25,3,12776,3
MNQ,2021-03-25T22:02:25Z,12776.75,12776.75,12773.75,12773.75,19,12774.775,14
MNQ,2021-03-25T22:02:30Z,12774.25,12774.75,12773,12774.25,14,12773.725,13
MNQ,2021-03-25T22:02:35Z,12773.75,12774.25,12771.75,12771.75,16,12772.875,14
MNQ,2021-03-25T22:02:40Z,12772.25,12772.75,12763.5,12768.5,112,12767,74
MNQ,2021-03-25T22:02:45Z,12768.5,12768.5,12767.25,12767.75,10,12767.8,10
