Symbol,Time,Open,High,Low,Close,Volume,Wap,Count
MNQ,2021-04-19T22:00:00Z,13899.5,13905,13898,13899.25,70,13900.85,47
MNQ,2021-04-19T22:00:05Z,13898,13899.5,13896,13899,24,13898.075,22
MNQ,2021-04-19T22:00:10Z,13899.25,13899.75,13897.75,13899.75,16,13898.725,10
MNQ,2021-04-19T22:00:15Z,13899,13900,13899,13899,13,13899.3,10
MNQ,2021-04-19T22:00:20Z,13899.75,13899.75,13898,13899.25,45,13898.525,22
MNQ,2021-04-19T22:00:25Z,13899.25,13899.25,13898.5,13898.75,18,13898.775,10
MNQ,2021-04-19T22:00:30Z,13898.25,13898.75,13897.5,13897.5,14,13898.2,5
MNQ,2021-04-19T22:00:35Z,13898.75,13898.75,13897.5,13897.5,6,13898.2,3
MNQ,2021-04-19T22:00:40Z,13897,13898.25,13897,13897,6,13897.425,6
MNQ,2021-04-19T22:00:45Z,13896.75,13897.75,13896.75,13897,3,13897.175,3
MNQ,2021-04-19T22:00:50Z,13897,13899,13896.75,13899,12,13897.6,8
MNQ,2021-04-19T22:00:55Z,13898.5,13899.5,13898.5,13899.5,21,13899.25,10
MNQ,2021-04-19T22:01:00Z,13899.75,13899.75,13898.5,13899.25,29,13899.2,17
MNQ,2021-04-19T22:01:05Z,13899,13899.75,13898.5,13899.75,9,13899.25,6
MNQ,2021-04-19T22:01:10Z,13899.25,13900.5,13899.25,13899.75,15,13900.075,10
MNQ,2021-04-19T22:01:15Z,13899.5,13900.25,13899.5,13900,8,13899.875,8
MNQ,2021-04-19T22:01:20Z,13900,13900,13899,13899.75,20,13899.725,13
MNQ,2021-04-19T22:01:25Z,13898.5,13898.5,13896.75,13897.75,28,13897.65,18
MNQ,2021-04-19T22:01:30Z,13897.25,13897.75,13897,13897.75,7,13897.4,5
MNQ,2021-04-19T22:01:35Z,13898,13898.5,13897.75,13898,8,13898.2,8
MNQ,2021-04-19T22:01:40Z,13898.25,13898.75,13898.25,13898.75,2,13898.5,2
MNQ,2021-04-19T22:01:45Z,13899.5,13899.5,13899.25,13899.25,2,13899.375,2
MNQ,2021-04-19T22:01:50Z,13898.5,13899.25,13898.5,13899.25,24,13898.975,9
MNQ,2021-04-19T22:01:55Z,13899.25,13900.25,13899.25,13900,8,13899.875,8
MNQ,2021-04-19T22:02:00Z,13899.75,13901.25,13899.75,13900.25,37,13900.375,28
MNQ,2021-04-19T22:02:05Z,13900.5,13903,13900.5,13903,19,13901.975,13
MNQ,2021-04-19T22:02:10Z,13903,13905.75,13902.25,13904.75,34,13904.35,19
MNQ,2021-04-19T22:02:15Z,13904.25,13905,13903.75,13904.5,28,13904.45,15
MNQ,2021-04-19T22:02:20Z,13904.25,13904.25,13903.25,13904,22,13903.775,21
MNQ,2021-04-19T22:02:25Z,13903.75,13904,13902.5,13902.5,15,13903.325,13
MNQ,2021-04-19T22:02:30Z,13903,13903,13902.75,13902.75,6,13902.875,5
MNQ,2021-04-19T22:02:35Z,13902.5,13902.75,13901.5,13902.25,20,13902.3,12
MNQ,2021-04-19T22:02:40Z,13902.5,13902.5,13901.75,13901.75,4,13901.95,2
MNQ,2021-04-19T22:02:45Z,13902,13902.75,13902,13902.25,14,13902.475,6
MNQ,2021-04-19T22:02:50Z,13902.25,13902.25,13902.25,13902.25,0,13902.25,0
MNQ,2021-04-19T22:02:55Z,13902,13902,13901.75,13902,3,13901.925,3
MNQ,2021-04-19T22:03:00Z,13902,13902,13901.25,13901.25,9,13901.65,7
MNQ,2021-04-19T22:03:05Z,13900.75,13900.75,13900,13900,11,13900.55,6
MNQ,2021-04-19T22:03:10Z,13900,13900.25,13899,13900.25,22,13899.375,8
MNQ,2021-04-19T22:03:15Z,13899.25,13900,13899.25,13899.25,12,13899.35,4
MNQ,2021-04-19T22:03:20Z,13899.5,13899.75,13899.5,13899.5,3,13899.575,3
MNQ,2021-04-19T22:03:25Z,13899.75,13900.5,13899.75,13900.25,14,13900.075,9
MNQ,2021-04-19T22:03:30Z,13900.25,13900.25,13900.25,13900.25,4,13900.25,1
MNQ,2021-04-19T22:03:35Z,13900.25,13900.5,13899.75,13899.75,7,13900.15,6
MNQ,2021-04-19T22:03:40Z,13900,13900,13900,13900,2,13900,2
MNQ,2021-04-19T22:03:45Z,13899.75,13899.75,13899.75,13899.75,7,13899.75,3
MNQ,2021-04-19T22:03:50Z,13900,13900,13900,13900,1,13900,1
MNQ,2021-04-19T22:03:55Z,13899.5,13899.75,13898.75,13899.5,18,13899.425,7
MNQ,2021-04-19T22:04:00Z,13899.25,13899.5,13899,13899.5,7,13899.325,5
MNQ,2021-04-19T22:04:05Z,13899.75,13899.75,13899.75,13899.75,2,13899.75,2
MNQ,2021-04-19T22:04:10Z,13899.5,13899.5,13899.5,13899.5,6,13899.5,2
MNQ,2021-04-19T22:04:15Z,13899.5,13899.75,13899.25,13899.25,4,13899.575,3
MNQ,2021-04-19T22:04:20Z,13899.5,13899.5,13899.5,13899.5,1,13899.5,1
